game_A,game_B,genre_sama,persen_laku_A,jumlah_pembeli_A,jumlah_pembeli_B,jumlah_beli_keduanya,persen_bundling
Borderlands 3 Ps4 & Ps5,Horn And Shields,Shooter,0.44,22,23,3,13.64
Borderlands 3 Ps4 & Ps5,Splash Cars Ps4 & Ps5,Unique,0.44,22,45,3,13.64
Borderlands 3 Ps4 & Ps5,The Jackbox Party Pack 7,Unique,0.44,22,25,3,13.64
Borderlands 4,Touhou Spell Carnival,RPG,0.36,18,28,3,16.67
Borderlands 4,There'S A Gun In The Office,Adventure,0.36,18,21,3,16.67
Borderlands 4,Cybertrash Statyx,"Adventure, Shooter",0.36,18,26,3,16.67
Borderlands: The Pre-Sequel,Dragon Age: Origins,RPG,0.34,17,51,4,23.53
Borderlands: The Pre-Sequel,Overlord Ii,RPG,0.34,17,84,4,23.53
Borderlands: The Pre-Sequel,Deathspank: Thongs Of Virtue,RPG,0.34,17,101,4,23.53
Borderlands: The Pre-Sequel,Monster World Iv,RPG,0.34,17,25,4,23.53
Borderlands: The Pre-Sequel,Battle Princess Of Arcadias,RPG,0.34,17,34,4,23.53
Borderlands: The Pre-Sequel,Deathspank,RPG,0.34,17,41,4,23.53
Borderlands: The Pre-Sequel,Grandia,RPG,0.34,17,83,3,17.65
Borderlands: The Pre-Sequel,Might & Magic Clash Of Heroes,RPG,0.34,17,71,3,17.65
Borderlands: The Pre-Sequel,Labyrinth,RPG,0.34,17,208,3,17.65
Borderlands: The Pre-Sequel,Diablo Iii: Reaper Of Souls - Ultimate Evil Edition,RPG,0.34,17,19,3,17.65
Borderlands: The Pre-Sequel,Réduction De 50 % Sur Infamous,RPG,0.34,17,28,3,17.65
Borderlands: The Pre-Sequel,Borderlands,RPG,0.34,17,30,3,17.65
Borderlands: The Pre-Sequel,Vagrant Story,RPG,0.34,17,93,3,17.65
Borderlands: The Pre-Sequel,Final Fantasy V,RPG,0.34,17,70,3,17.65
Borderlands: The Pre-Sequel,The Awakened Fate Ultimatum,RPG,0.34,17,25,3,17.65
Borderlands: Édition Jeu De L'Année,Vektor Wars,"Action, Shooter",0.32,16,13,3,18.75
Born Of Bread,Mirage: Ignis Fatuus,"Adventure, Indie, Platform",0.36,18,21,4,22.22
Born Of Bread,Wall World,"Adventure, Indie, Platform, RPG",0.36,18,31,3,16.67
Born Of Bread,Yooka-Replaylee,"Adventure, Indie, Platform",0.36,18,18,3,16.67
Born Of Bread,Baby Steps,Adventure,0.36,18,15,3,16.67
Boss Rush: Mythology,Volley Pals,Arcade,0.5,25,44,4,16.0
Boss Rush: Mythology,Cato: Buttered Cat,"Indie, Platform",0.5,25,17,3,12.0
Boss Rush: Mythology,Eternum Ex,"Arcade, Indie, Platform",0.5,25,25,3,12.0
Boss Rush: Mythology,Fling To The Finish,"Arcade, Indie, Platform",0.5,25,56,3,12.0
Boss Rush: Mythology,Dungeon Arsenal,Indie,0.5,25,24,3,12.0
Boss Rush: Mythology,X-Force Under Attack,"Arcade, Indie, Platform",0.5,25,26,3,12.0
Boss Rush: Mythology,Buck Blastem,Platform,0.5,25,18,3,12.0
Boss Rush: Mythology,Rudolph The Red-Nosed Reindeer,Platform,0.5,25,13,3,12.0
Botany Manor,"""Buy The Game, I Have A Gun"" -Sheesh-Man : Digital Deluxe Mega Chad Edition","Adventure, Unique",0.28,14,9,3,21.43
Boti: Byteland Overclocked,Capes,Adventure,0.5,25,51,3,12.0
Boti: Byteland Overclocked,Bratz Rythme & Style,Casual,0.5,25,52,3,12.0
Boti: Byteland Overclocked,Temari Trials,Casual,0.5,25,28,3,12.0
Boti: Byteland Overclocked,Football Striker 2025 - Ps4 & Ps5,Casual,0.5,25,13,3,12.0
Boti: Byteland Overclocked,Monopoly 2024,Casual,0.5,25,36,3,12.0
Boti: Byteland Overclocked,To Farm Lands,Casual,0.5,25,23,3,12.0
Boulder Dash 40Th Anniversary,Tiny Pixels Vol. 1 - Ninpo Blast Ps4 & Ps5,Action,0.38,19,25,3,15.79
Bounce Journey,Dark Angels,Arcade,0.58,29,20,3,10.34
Bounce Journey,Electro Ride: The Neon Racing,"Adventure, Arcade",0.58,29,24,3,10.34
Bounce Journey,Ultra Super Reflection Guide,Arcade,0.58,29,23,3,10.34
Bounce Journey,My Friend Pedro,Arcade,0.58,29,12,3,10.34
Bouncy Bread,Exit Station 7,Puzzle,0.42,21,47,3,14.29
Bouncy Bread,Glitch Hero,"Adventure, Puzzle",0.42,21,24,3,14.29
Bouncy Bread,Cherry Tower,Adventure,0.42,21,17,3,14.29
Bouncy Bread,Perfect Ninja Painter,Puzzle,0.42,21,21,3,14.29
Bouncy Chicken Ps4 & Ps5,Super Jagger Bomb 2: Go East Ps4 & Ps5,"Family, Puzzle",0.78,39,31,3,7.69
Bouncy Chicken Ps4 & Ps5,Tortues Ninja : Les Mutants Se Déchaînent,Family,0.78,39,27,3,7.69
Bouncy Chicken Ps4 & Ps5,Croc Legend Of The Gobbos,Family,0.78,39,21,3,7.69
Bouncy Chicken Ps4 & Ps5,Hidden Cats In Paris,"Casual, Family, Puzzle",0.78,39,12,3,7.69
Bouncy Chicken Ps4 & Ps5,Battle Trivia Knockout,"Casual, Family",0.78,39,13,3,7.69
Bouncy Chicken Ps4 & Ps5,Paddles,Family,0.78,39,39,3,7.69
Bouncy Chicken Ps4 & Ps5,Dc Justice League : Chaos Cosmique,Family,0.78,39,22,3,7.69
Bouncy Chicken Ps4 & Ps5,Pj Masks Power Heroes : Une Puissante Alliance,Family,0.78,39,37,3,7.69
Bouncy Chicken Ps4 & Ps5,Tiny Titans – Card Rumble,Puzzle,0.78,39,24,3,7.69
Boundland,Budget Cuts Ultimate,Arcade,0.18,9,13,3,33.33
Bowling (Story Five) (Mark Version) - Project: Summer Ice,Descenders,Sports,0.28,14,14,3,21.43
Bowling (Story Three) (Mark Version) - Project: Summer Ice,King Of Seas,RPG,0.18,9,6,3,33.33
Bowling (Story Three) (Pammy Version) - Project: Summer Ice,Journey - Édition Collector,Adventure,0.26,13,75,3,23.08
Bowling (Story Two) (Pammy Version) - Project: Summer Ice,Super Volley Blast,Sports,0.28,14,20,4,28.57
Bowling (Story Two) (Pammy Version) - Project: Summer Ice,Dirt Rally 2.0,Sports,0.28,14,13,3,21.43
Bowling (Story Two) (Pammy Version) - Project: Summer Ice,Climber: Sky Is The Limit,Adventure,0.28,14,30,3,21.43
Bowling (Story Two) (Pammy Version) - Project: Summer Ice,Olliolli World (Ps4/Ps5),Sports,0.28,14,29,3,21.43
Bowling - Breakthrough Gaming Arcade,Arcade Archives Aqua Jet,Sports,0.36,18,9,3,16.67
Bowling - Breakthrough Gaming Arcade,Moto Racer 4 - Demo,Sports,0.36,18,9,3,16.67
Bowling 3D,Reel Fishing,Sports,1.4,70,141,30,42.86
Bowling 3D,Pêche D’Une Chiquenaude,Sports,1.4,70,85,27,38.57
Bowling 3D,Cool Boarders 2,Sports,1.4,70,124,25,35.71
Bowling 3D,Vt Tennis,Sports,1.4,70,91,25,35.71
Bowling 3D,Let'S Golf!,Sports,1.4,70,85,24,34.29
Bowling 3D,Doodle Pool,Sports,1.4,70,92,24,34.29
Bowling 3D,Le Package Big Head,Sports,1.4,70,126,24,34.29
Bowling 3D,Monochrome Racing,Sports,1.4,70,114,23,32.86
Bowling 3D,Wwe All Stars,Sports,1.4,70,149,23,32.86
Bowling 3D,Everybody’S Golf 2,Sports,1.4,70,137,22,31.43
Bowling 3D,Ea Sports Fight Night Round 3 [Psp],Sports,1.4,70,84,22,31.43
Bowling 3D,Major League Baseball 2K9 [Psp],Sports,1.4,70,70,21,30.0
Bowling 3D,Everybody'S Golf [Psp],Sports,1.4,70,102,21,30.0
Bowling 3D,Everybody'S Tennis [Psp],Sports,1.4,70,95,21,30.0
Bowling 3D,Bigs 2 [Psp],Sports,1.4,70,63,21,30.0
Bowling In A Skate Park,Ecognomix,Puzzle,0.82,41,29,4,9.76
Bowling In A Skate Park,The Wanderer: Frankenstein’S Creature,Puzzle,0.82,41,17,3,7.32
Bowling In A Skate Park,Glyphs Of Gitzan Ps4 & Ps5,"Casual, Puzzle",0.82,41,37,3,7.32
Boxville 2,Gamedec Definitive Edition,"Adventure, Indie, Point-And-Click",0.46,23,22,4,17.39
Boxville 2,Agatha Christie - The Abc Murders,"Adventure, Point-And-Click, Puzzle",0.46,23,30,3,13.04
Boxville 2,Tilting Tiles: Fires Of Industry,Puzzle,0.46,23,37,3,13.04
Boxville 2,Sixty Words By Powgi Ps4 & Ps5,Puzzle,0.46,23,36,3,13.04
Boxville 2,Tricky Thief Ps4 & Ps5,Puzzle,0.46,23,13,3,13.04
Boxvr,Jewel Fever 2,"Casual, Family",0.32,16,11,3,18.75
Boxvr,Electronics Puzzle Lab 2 Ps4 & Ps5,"Casual, Family",0.32,16,38,3,18.75
Bpm: Bullets Per Minute,Laserlife,"Music, Rhythm",0.48,24,22,4,16.67
Bpm: Bullets Per Minute,Metal: Hellsinger (Ps4),"Music, Rhythm, Shooter",0.48,24,28,4,16.67
Bpm: Bullets Per Minute,Freedom Finger,"Action, Music, Rhythm, Shooter",0.48,24,28,4,16.67
Bpm: Bullets Per Minute,Kamitsubaki City Regenerate,"Music, Rhythm",0.48,24,16,3,12.5
Bpm: Bullets Per Minute,Let'S Sing 2019 Mit Deutschen Hits,"Music, Rhythm",0.48,24,21,3,12.5
Bpm: Bullets Per Minute,Amplitude,"Music, Rhythm",0.48,24,60,3,12.5
Bpm: Bullets Per Minute,The Last Guardian – Bande Originale Choix Du Compositeur,"Music, Rhythm",0.48,24,17,3,12.5
Bpm: Bullets Per Minute,Aaero,"Action, Music, Rhythm, Shooter",0.48,24,25,3,12.5
Bpm: Bullets Per Minute,Beats Audio,"Music, Rhythm",0.48,24,16,3,12.5
Bpm: Bullets Per Minute,Chime Sharp,"Music, Rhythm",0.48,24,24,3,12.5
Bpm: Bullets Per Minute,Thehunter: Call Of The Wild,Shooter,0.48,24,20,3,12.5
Bpop Attack,Alien Rush,Arcade,0.28,14,19,3,21.43
Bqm - Blockquest Maker: Remastered,Electrician Simulator Vr,"Adventure, Puzzle",0.36,18,27,3,16.67
Bqm - Blockquest Maker: Remastered,Varlet,"Adventure, RPG",0.36,18,18,3,16.67
Bqm - Blockquest Maker: Remastered,Antiquia Lost,RPG,0.36,18,36,3,16.67
Braid,Beat Hazard Ultra,Arcade,0.84,42,106,10,23.81
Braid,Quantum Conundrum,Strategy,0.84,42,106,9,21.43
Braid,Worms Ultimate Mayhem,Strategy,0.84,42,30,8,19.05
Braid,Riff: Everyday Shooter,Arcade,0.84,42,62,7,16.67
Braid,Alien Havoc,Strategy,0.84,42,108,7,16.67
Braid,Aegis Of Earth: Protonovus Assault,Strategy,0.84,42,43,7,16.67
Braid,Dungeon Twister,Strategy,0.84,42,37,7,16.67
Braid,Jet Set Radio,Arcade,0.84,42,116,6,14.29
Braid,Overlord Ii,Strategy,0.84,42,84,6,14.29
Braid,Savage Moon,"Action, Strategy",0.84,42,27,6,14.29
Braid,Risk,Strategy,0.84,42,38,6,14.29
Braid,Awesome Summer Minis Bundle,"Action, Arcade, Strategy",0.84,42,154,6,14.29
Braid,Choplifter Hd,"Arcade, Strategy",0.84,42,70,6,14.29
Braid,Deathspank: Thongs Of Virtue,Action,0.84,42,101,6,14.29
Braid,Zombie Tycoon (Français),"Arcade, Strategy",0.84,42,107,6,14.29
Brain Show,Neon Noodles Ps4 & Ps5,Puzzle,0.48,24,50,6,25.0
Brain Show,"Oh, Canada!","Quiz, Trivia",0.48,24,39,5,20.83
Brain Show,Math Genius: Addition Edition,"Quiz, Trivia",0.48,24,36,4,16.67
Brain Show,Rivenaar'S Grove Ps4 & Ps5,Puzzle,0.48,24,39,4,16.67
Brain Show,Wrestlequest,Indie,0.48,24,30,3,12.5
Brain Show,Geometry Genius: Shapes,"Quiz, Trivia",0.48,24,29,3,12.5
Brain Show,Midnight Murder Club,Indie,0.48,24,18,3,12.5
Brain Show,Nickelodeon Junior Party Adventure,Puzzle,0.48,24,34,3,12.5
Brain Show,63 Days,Indie,0.48,24,33,3,12.5
Brain Show,Connect Pictures Of Dog,Puzzle,0.48,24,26,3,12.5
Brain Show,To The Moon,"Quiz, Trivia",0.48,24,24,3,12.5
Brain Show,Nexoria: Dungeon Rogue Heroes,Indie,0.48,24,32,3,12.5
Brain Show,The Spidy Quiz,"Quiz, Trivia",0.48,24,12,3,12.5
Brainpipe,Kaleidoscope,Unique,3.22,161,92,41,25.47
Brainpipe,Flow [Psp],Unique,3.22,161,112,37,22.98
Brainpipe,Atari Anniversary Edition,Arcade,3.22,161,241,29,18.01
Brainpipe,Speedball 2 Evolution,Arcade,3.22,161,166,26,16.15
Brainpipe,A Space Shooter For 2 Bucks!,"Action, Arcade",3.22,161,120,20,12.42
Brainpipe,Wizorb,Arcade,3.22,161,166,19,11.8
Brainpipe,Hoard,Arcade,3.22,161,213,19,11.8
Brainpipe,Aabs Animals,Unique,3.22,161,70,19,11.8
Brainpipe,Flower,Unique,3.22,161,129,19,11.8
Brainpipe,Breakquest: Extra Evolution,Arcade,3.22,161,91,19,11.8
Brainpipe,Farm Frenzy 3,Arcade,3.22,161,158,18,11.18
Brainpipe,Solitaire,Arcade,3.22,161,130,18,11.18
Brainpipe,101-In-1 Megamix [Psp],"Action, Arcade",3.22,161,122,18,11.18
Brainpipe,Farm Frenzy 2,Arcade,3.22,161,137,17,10.56
Brainpipe,Caterpillar,Arcade,3.22,161,84,17,10.56
Brainrot Tung Tung Sahur,Demons Are Coming!,"Arcade, Shooter",0.5,25,35,4,16.0
Brainrot Tung Tung Sahur,Irem Collection Volume 1 Ps4 & Ps5,Arcade,0.5,25,9,3,12.0
Brainrot Tung Tung Sahur,Raiden Nova,"Adventure, Arcade, Shooter",0.5,25,20,3,12.0
Brainrot: Fighting,Robot Warzone Tactical Assault,"Fighting, Simulator",0.56,28,18,3,10.71
Brainrot: Fighting,Demon Slayer -Kimetsu No Yaiba- Sweep The Board!,Simulator,0.56,28,40,3,10.71
Brainrot: Fighting,Strings Theory,Arcade,0.56,28,32,3,10.71
Brainrot: Fighting,The Jumping Burger - Halloween Edition,Simulator,0.56,28,23,3,10.71
Brandish: The Dark Revenant,White Knight Chronicles: Origins [Psp],RPG,0.76,38,57,14,36.84
Brandish: The Dark Revenant,Persona 3 Portable,RPG,0.76,38,60,11,28.95
Brandish: The Dark Revenant,Final Fantasy Ii,RPG,0.76,38,44,11,28.95
Brandish: The Dark Revenant,Tactics Ogre: Let Us Cling Together,RPG,0.76,38,81,10,26.32
Brandish: The Dark Revenant,Final FantasyIv: Complete Collection,RPG,0.76,38,61,9,23.68
Brandish: The Dark Revenant,Persona 2: Innocent Sin,RPG,0.76,38,51,9,23.68
Brandish: The Dark Revenant,Patapon 3 [Psp],RPG,0.76,38,149,9,23.68
Brandish: The Dark Revenant,Final Fantasy Vi,RPG,0.76,38,67,9,23.68
Brandish: The Dark Revenant,Harvest Moon: Back To Nature,RPG,0.76,38,122,9,23.68
Brandish: The Dark Revenant,Dragoneer'S Aria [Psp],RPG,0.76,38,59,9,23.68
Brandish: The Dark Revenant,Z.H.P.,RPG,0.76,38,45,8,21.05
Brandish: The Dark Revenant,Growlanser Wayfarer Of Time,RPG,0.76,38,47,8,21.05
Brandish: The Dark Revenant,Dissidia Final Fantasy,RPG,0.76,38,108,8,21.05
Brandish: The Dark Revenant,Wild Arms,RPG,0.76,38,71,8,21.05
Brandish: The Dark Revenant,Generation Of Chaos: P.R.,RPG,0.76,38,80,8,21.05
Bratz Rythme & Style,Neon Noodles Ps4 & Ps5,Family,1.04,52,50,5,9.62
Bratz Rythme & Style,The Button Be Mizzle,Music,1.04,52,44,5,9.62
Bratz Rythme & Style,Dragon Ball Xenoverse 2 - Deluxe Edition,Casual,1.04,52,33,4,7.69
Bratz Rythme & Style,Road 96: Mile 0,"Music, Rhythm",1.04,52,37,4,7.69
Bratz Rythme & Style,Let'S Sing 2018 Hits Francais Et Internationaux,"Family, Music, Rhythm",1.04,52,23,4,7.69
Bratz Rythme & Style,Sugardew Island,Family,1.04,52,34,4,7.69
Bratz Rythme & Style,A Musical Story,"Music, Rhythm",1.04,52,53,4,7.69
Bratz Rythme & Style,Kizuna Ai - Touch The Beat!,"Music, Rhythm",1.04,52,29,4,7.69
Bratz Rythme & Style,Jumanji: Aventures Sauvages,Family,1.04,52,25,4,7.69
Bratz Rythme & Style,Master Maker 3D Ultimate Ps4 & Ps5,Family,1.04,52,27,4,7.69
Bratz Rythme & Style,Beat Saber,"Family, Music, Rhythm",1.04,52,57,4,7.69
Bratz Rythme & Style,Nickelodeon Junior Party Adventure,Family,1.04,52,34,4,7.69
Bratz Rythme & Style,Thumper Ps4 & Ps5,"Music, Rhythm",1.04,52,42,4,7.69
Bratz Rythme & Style,Sayonara Wild Hearts,"Music, Rhythm",1.04,52,30,3,5.77
Bratz Rythme & Style,Keylocker | Turn Based Cyberpunk Action,Music,1.04,52,42,3,5.77
Brave × Junction,The Legend Of Heroes: Trails Of Cold Steel Iii,RPG,0.38,19,22,3,15.79
Brave × Junction,Undernauts: Labyrinth Of Yomi,RPG,0.38,19,19,3,15.79
Brave × Junction,Police Officers Simulator,RPG,0.38,19,24,3,15.79
Bravematch,Police Shootout,RPG,0.42,21,39,3,14.29
Bravematch,Preserve,"Card & Board Game, Puzzle",0.42,21,27,3,14.29
Bravematch,Dorfromantik,"Card & Board Game, Puzzle",0.42,21,30,3,14.29
Bravematch,Bunny Memory,"Card & Board Game, Puzzle",0.42,21,13,3,14.29
Bravematch,All In Abyss: Judge The Fake,"Card & Board Game, RPG",0.42,21,18,3,14.29
Brawlout Demo,Kiborg,Fighting,0.22,11,52,3,27.27
Brawlout Demo,Samurai Shodown Neogeo Collection,Fighting,0.22,11,9,3,27.27
Break The Loop,Chessarama,Strategy,0.68,34,33,4,11.76
Break The Loop,Knightica,Strategy,0.68,34,42,3,8.82
Break The Loop,Quilts And Cats Of Calico,Strategy,0.68,34,35,3,8.82
Break The Loop,63 Days,Strategy,0.68,34,33,3,8.82
Break The Loop,Knock On The Coffin Lid,Strategy,0.68,34,30,3,8.82
Breaking Bricks,Mayhem Mail Ps4 & Ps5,"Arcade, Casual",0.3,15,22,3,20.0
Breaking Bricks,Gravity Jump,Arcade,0.3,15,18,3,20.0
Breakout Beyond,Sunshower,"Arcade, Indie",0.44,22,21,4,18.18
Breakquest,Echoes,Arcade,1.36,68,78,17,25.0
Breakquest,Caterpillar,Arcade,1.36,68,84,16,23.53
Breakquest,Ozma Wars,Arcade,1.36,68,100,16,23.53
Breakquest,Age Of Hammer Wars,"Action, Arcade",1.36,68,66,15,22.06
Breakquest,Brainpipe,"Action, Arcade",1.36,68,161,15,22.06
Breakquest,Farm Frenzy 3,Arcade,1.36,68,158,14,20.59
Breakquest,Dynogems,Arcade,1.36,68,91,14,20.59
Breakquest,Marvin'S Maze,Arcade,1.36,68,101,14,20.59
Breakquest,Urbanix,Arcade,1.36,68,111,13,19.12
Breakquest,Atari Anniversary Edition,Arcade,1.36,68,241,13,19.12
Breakquest,T.N.K. Iii,Arcade,1.36,68,97,13,19.12
Breakquest,Bloons,Arcade,1.36,68,126,12,17.65
Breakquest,Zombie Tycoon (Anglais),Arcade,1.36,68,88,12,17.65
Breakquest,N20,"Action, Arcade",1.36,68,100,12,17.65
Breakquest,A Space Shooter For 2 Bucks!,"Action, Arcade",1.36,68,120,12,17.65
Breakquest: Extra Evolution,Brainpipe,Arcade,1.82,91,161,19,20.88
Breakquest: Extra Evolution,Wizorb,"Adventure, Arcade",1.82,91,166,17,18.68
Breakquest: Extra Evolution,Zombie Tycoon (Anglais),Arcade,1.82,91,88,16,17.58
Breakquest: Extra Evolution,Vanguard Ii,Arcade,1.82,91,90,16,17.58
Breakquest: Extra Evolution,Space Invaders Extreme,Arcade,1.82,91,84,16,17.58
Breakquest: Extra Evolution,Gang Wars,Adventure,1.82,91,124,15,16.48
Breakquest: Extra Evolution,N20,Arcade,1.82,91,100,15,16.48
Breakquest: Extra Evolution,Awesome Summer Minis Bundle,"Adventure, Arcade",1.82,91,154,14,15.38
Breakquest: Extra Evolution,Age Of Hammer Wars,Arcade,1.82,91,66,14,15.38
Breakquest: Extra Evolution,Heracles Chariot Racing,Arcade,1.82,91,116,14,15.38
Breakquest: Extra Evolution,Prehistoric Isle,Arcade,1.82,91,95,14,15.38
Breakquest: Extra Evolution,Bloons,Arcade,1.82,91,126,13,14.29
Breakquest: Extra Evolution,Farm Frenzy 3,Arcade,1.82,91,158,13,14.29
Breakquest: Extra Evolution,Hoard,Arcade,1.82,91,213,13,14.29
Breakquest: Extra Evolution,Dragon'S Lair,"Adventure, Arcade",1.82,91,63,13,14.29
Breakquest: Extra Evolution - 500 Balls Bundle,Russian Subway Dogs,"Arcade, Unique",0.86,43,61,15,34.88
Breakquest: Extra Evolution - 500 Balls Bundle,Brainpipe,"Arcade, Unique",0.86,43,161,15,34.88
Breakquest: Extra Evolution - 500 Balls Bundle,Stranded: A Mars Adventure,"Arcade, Unique",0.86,43,40,12,27.91
Breakquest: Extra Evolution - 500 Balls Bundle,Machinarium,Puzzle,0.86,43,66,12,27.91
Breakquest: Extra Evolution - 500 Balls Bundle,Pixeljunk Shooter Ultimate,Unique,0.86,43,46,10,23.26
Breakquest: Extra Evolution - 500 Balls Bundle,Minutes,"Arcade, Puzzle, Unique",0.86,43,51,10,23.26
Breakquest: Extra Evolution - 500 Balls Bundle,Spiral Splatter,"Arcade, Puzzle, Unique",0.86,43,43,9,20.93
Breakquest: Extra Evolution - 500 Balls Bundle,Energy Invasion,Arcade,0.86,43,63,8,18.6
Breakquest: Extra Evolution - 500 Balls Bundle,Proteus,Unique,0.86,43,52,8,18.6
Breakquest: Extra Evolution - 500 Balls Bundle,Semispheres,"Puzzle, Unique",0.86,43,33,8,18.6
Breakquest: Extra Evolution - 500 Balls Bundle,Energy Balance,Puzzle,0.86,43,73,7,16.28
Breakquest: Extra Evolution - 500 Balls Bundle,Atari Anniversary Edition,Arcade,0.86,43,241,7,16.28
Breakquest: Extra Evolution - 500 Balls Bundle,North,"Puzzle, Unique",0.86,43,45,7,16.28
Breakquest: Extra Evolution - 500 Balls Bundle,Littlebigplanet Playstation Vita,Unique,0.86,43,35,7,16.28
Breakquest: Extra Evolution - 500 Balls Bundle,Flow [Psp],"Puzzle, Unique",0.86,43,112,7,16.28
Breakquest: Extra Evolution Pro Edition,Flyhunter Origins,Family,0.88,44,59,14,31.82
Breakquest: Extra Evolution Pro Edition,Littlebigplanet Playstation Vita,"Family, Unique",0.88,44,35,12,27.27
Breakquest: Extra Evolution Pro Edition,Energy Invasion,Family,0.88,44,63,11,25.0
Breakquest: Extra Evolution Pro Edition,Energy Cycle,"Family, Puzzle",0.88,44,59,11,25.0
Breakquest: Extra Evolution Pro Edition,Pic-A-Pix Pieces,"Family, Puzzle",0.88,44,77,11,25.0
Breakquest: Extra Evolution Pro Edition,Geronimo Stilton 2 Le Jeu Vidéo,Family,0.88,44,79,11,25.0
Breakquest: Extra Evolution Pro Edition,It'S Spring Again,Family,0.88,44,49,10,22.73
Breakquest: Extra Evolution Pro Edition,Doodle Kingdom,Puzzle,0.88,44,69,10,22.73
Breakquest: Extra Evolution Pro Edition,Pic-A-Pix Color,"Family, Puzzle",0.88,44,66,9,20.45
Breakquest: Extra Evolution Pro Edition,Cérébral Challenge [Psp],Puzzle,0.88,44,130,9,20.45
Breakquest: Extra Evolution Pro Edition,Energy Balance,"Family, Puzzle",0.88,44,73,8,18.18
Breakquest: Extra Evolution Pro Edition,One Eyed Kutkh,"Family, Unique",0.88,44,78,8,18.18
Breakquest: Extra Evolution Pro Edition,Flower,Unique,0.88,44,129,8,18.18
Breakquest: Extra Evolution Pro Edition,Lego Harry Potter : Années 5-7,Family,0.88,44,24,8,18.18
Breakquest: Extra Evolution Pro Edition,The Quiet Collection,Family,0.88,44,27,8,18.18
Breathedge,Gori: Cuddly Carnage,"Adventure, Indie",0.5,25,62,4,16.0
Breathedge,Pizza Possum,Indie,0.5,25,17,3,12.0
Breathedge,The Jumping Pumpkin - Halloween Edition,Simulator,0.5,25,25,3,12.0
Brewmaster: Beer Brewing Simulator,Transport Fever 2: Console Edition,Simulation,0.34,17,19,5,29.41
Brewmaster: Beer Brewing Simulator,Tour De France 2023,Simulation,0.34,17,23,3,17.65
Brick Breaker,Wizorb,"Arcade, Puzzle",2.48,124,166,33,26.61
Brick Breaker,Hoard,Arcade,2.48,124,213,29,23.39
Brick Breaker,Cérébral Challenge [Psp],Puzzle,2.48,124,130,20,16.13
Brick Breaker,Atari Anniversary Edition,Arcade,2.48,124,241,18,14.52
Brick Breaker,Tales From Space: Mutant Blobs Attack,Puzzle,2.48,124,110,17,13.71
Brick Breaker,Speedball 2 Evolution,Arcade,2.48,124,166,17,13.71
Brick Breaker,Tetraminos,Puzzle,2.48,124,136,16,12.9
Brick Breaker,Bloons,"Arcade, Puzzle",2.48,124,126,16,12.9
Brick Breaker,Bloons Td,"Arcade, Puzzle",2.48,124,124,16,12.9
Brick Breaker,Awesome Summer Minis Bundle,Arcade,2.48,124,154,15,12.1
Brick Breaker,Farm Frenzy 2,"Arcade, Puzzle",2.48,124,137,14,11.29
Brick Breaker,Farm Frenzy 3,"Arcade, Puzzle",2.48,124,158,13,10.48
Brick Breaker,Alien Havoc,Puzzle,2.48,124,108,13,10.48
Brick Breaker,Zombie Tycoon (Anglais),Arcade,2.48,124,88,13,10.48
Brick Breaker,Numba,Puzzle,2.48,124,129,12,9.68
Brick Buster,Pileup,Arcade,0.28,14,19,3,21.43
Bridge Constructor Studio,The Gardens Between,Puzzle,0.28,14,20,3,21.43
Bridge Constructor: The Walking Dead - Ps4 & Ps5,Roll Ball,Puzzle,0.46,23,16,3,13.04
Bridges & Docks,Fuga: Melodies Of Steel,Simulator,0.5,25,47,3,12.0
Bridges & Docks,Goodbye Volcano High,Indie,0.5,25,38,3,12.0
Bridges & Docks,Carx Street,Simulator,0.5,25,15,3,12.0
Bridges & Docks,The Devil Is In The Details,"Indie, Puzzle",0.5,25,16,3,12.0
Bright Memory: Infinite,Demeo Battles,"Adventure, Indie",0.42,21,14,4,19.05
Bright Memory: Infinite,Quilts And Cats Of Calico,Indie,0.42,21,35,3,14.29
Bright Memory: Infinite,Dead Rising Deluxe Remaster,"Adventure, Beat 'Em Up, Hack And Slash",0.42,21,21,3,14.29
Bright Memory: Infinite,[Redacted],"Beat 'Em Up, Hack And Slash, Shooter",0.42,21,31,3,14.29
Bright Memory: Infinite,Zombie Rollerz: Pinball Heroes,"Indie, Shooter",0.42,21,29,3,14.29
Bright Side: Quiz,Quiztopia : The Ultimate Trivia,Quiz,0.32,16,18,3,18.75
Bright Side: Quiz,Quiz Thiz Austria: Gold Edition,Quiz,0.32,16,25,3,18.75
Bright Side: Riddles And Puzzles,Perfect Angle,Brain Training,0.24,12,24,3,25.0
Bright Side: Riddles And Puzzles,Not Not - A Brain Buster,Brain Training,0.24,12,21,3,25.0
Brink,Beat Hazard Ultra,Shooter,0.22,11,106,3,27.27
Brink,Alien Breed: Impact,Shooter,0.22,11,24,3,27.27
Brink,Castle Shikigami Ii,Shooter,0.22,11,22,3,27.27
Broadsword: Warlord Edition,Phantom Brave: The Lost Hero,"Adventure, Strategy, RPG",0.48,24,29,3,12.5
Broadsword: Warlord Edition,Card-En-Ciel,RPG,0.48,24,30,3,12.5
Broadsword: Warlord Edition,Carmen Sandiego,Adventure,0.48,24,29,3,12.5
Broadsword: Warlord Edition,Skyworld,Strategy,0.48,24,19,3,12.5
Brokenlore: Don'T Watch,Y. Village - The Visitors,Adventure,0.56,28,17,3,10.71
